PURCHASE_SESSION_ID,TOUCHPOINT_SESSION_ID,VISITOR_ID,PURCHASE_SESSION_TIMESTAMP,CLOSING_CHANNEL_GROUPING,ANCHOR_TRANSACTION_COUNT,ANCHOR_TRANSACTION_REVENUE,PURCHASE_SEQUENCE,TOUCHPOINT_TIMESTAMP,TOUCHPOINT_CHANNEL_GROUPING
9374732127201012465-1501276870-1501276870,9374732127201012465-1501276870-1501276870,9374732127201012465,2017-07-28 21:21:10.000,Referral,1,23.08,1,2017-07-28 21:21:10.000,Referral
7048142789651941273-1496948285-1496948285,7048142789651941273-1496948285-1496948285,7048142789651941273,2017-06-08 18:58:05.000,Referral,1,26.19,1,2017-06-08 18:58:05.000,Referral
7048142789651941273-1497394578-1497394578,7048142789651941273-1496948285-1496948285,7048142789651941273,2017-06-13 22:56:18.000,Referral,1,260.2,2,2017-06-08 18:58:05.000,Referral
384990845055862114-1498271478-1498271478,384990845055862114-1498226456-1498226456,384990845055862114,2017-06-24 02:31:18.000,Organic Search,1,11.99,1,2017-06-23 14:00:56.000,Organic Search
9574549721552883119-1497903768-1497903768,9574549721552883119-1497903768-1497903768,9574549721552883119,2017-06-19 20:22:48.000,Direct,1,14.98,1,2017-06-19 20:22:48.000,Direct
5971687779393280751-1490330744-1490330744,5971687779393280751-1490330744-1490330744,5971687779393280751,2017-03-24 04:45:44.000,Referral,1,36.98,1,2017-03-24 04:45:44.000,Referral
3957556935782502298-1478186470-1478186470,3957556935782502298-1476463854-1476463854,3957556935782502298,2016-11-03 15:21:10.000,Referral,1,290.08,1,2016-10-14 16:50:54.000,Referral
9467619663210756890-1487605536-1487605536,9467619663210756890-1487265104-1487265104,9467619663210756890,2017-02-20 15:45:36.000,Direct,1,39.98,1,2017-02-16 17:11:44.000,Direct
5366601655480145417-1478543563-1478543563,5366601655480145417-1477592560-1477592560,5366601655480145417,2016-11-07 18:32:43.000,Referral,1,240.7,1,2016-10-27 18:22:40.000,Referral
3305485862461522985-1493156103-1493156103,3305485862461522985-1488486939-1488486939,3305485862461522985,2017-04-25 21:35:03.000,Direct,1,733.08,2,2017-03-02 20:35:39.000,Direct
1759779356678951325-1477587455-1477587455,1759779356678951325-1476287130-1476287130,1759779356678951325,2016-10-27 16:57:35.000,Direct,1,268.53,1,2016-10-12 15:45:30.000,Direct
9863787389438412366-1491284030-1491284030,9863787389438412366-1491084915-1491084915,9863787389438412366,2017-04-04 05:33:50.000,Referral,1,45.99,2,2017-04-01 22:15:15.000,Referral
9530106606759874111-1481378660-1481378660,9530106606759874111-1481378660-1481378660,9530106606759874111,2016-12-10 14:04:20.000,Organic Search,1,24.99,1,2016-12-10 14:04:20.000,Organic Search
7813149961404844386-1484246986-1484246986,7813149961404844386-1484246986-1484246986,7813149961404844386,2017-01-12 18:49:46.000,Direct,1,50.79,6,2017-01-12 18:49:46.000,Direct
7813149961404844386-1485535638-1485535638,7813149961404844386-1484246986-1484246986,7813149961404844386,2017-01-27 16:47:18.000,Direct,1,49.79,7,2017-01-12 18:49:46.000,Direct
8919239727747917945-1478209457-1478209457,8919239727747917945-1478086700-1478086700,8919239727747917945,2016-11-03 21:44:17.000,Referral,1,47.77,1,2016-11-02 11:38:20.000,Referral
2616240173389988716-1490832787-1490832787,2616240173389988716-1490832787-1490832787,2616240173389988716,2017-03-30 00:13:07.000,Referral,1,18.38,3,2017-03-30 00:13:07.000,Referral
330289116549575054-1484232693-1484232693,330289116549575054-1484232693-1484232693,330289116549575054,2017-01-12 14:51:33.000,Referral,1,82.58,2,2017-01-12 14:51:33.000,Referral
5147300688603884511-1476888589-1476888589,5147300688603884511-1476736470-1476736470,5147300688603884511,2016-10-19 14:49:49.000,Referral,1,84.76,1,2016-10-17 20:34:30.000,Referral
8477265213767844589-1490910177-1490910177,8477265213767844589-1490910177-1490910177,8477265213767844589,2017-03-30 21:42:57.000,Referral,1,415.25,2,2017-03-30 21:42:57.000,Referral
4196418886710432062-1479742864-1479742864,4196418886710432062-1479742864-1479742864,4196418886710432062,2016-11-21 15:41:04.000,Referral,1,20.19,2,2016-11-21 15:41:04.000,Referral
597489337358394308-1500495200-1500495200,597489337358394308-1499273009-1499273009,597489337358394308,2017-07-19 20:13:20.000,Organic Search,2,41.49,3,2017-07-05 16:43:29.000,Organic Search
5492367789301420845-1492814441-1492814441,5492367789301420845-1492814441-1492814441,5492367789301420845,2017-04-21 22:40:41.000,Referral,1,82.99,2,2017-04-21 22:40:41.000,Referral
0210005071508705826-1479146483-1479146483,0210005071508705826-1479146483-1479146483,0210005071508705826,2016-11-14 18:01:23.000,Direct,1,88.98,1,2016-11-14 18:01:23.000,Direct
7292983953762980102-1485893759-1485893759,7292983953762980102-1485893759-1485893759,7292983953762980102,2017-01-31 20:15:59.000,Referral,1,562,2,2017-01-31 20:15:59.000,Referral
7483600664917507409-1501537217-1501537217,7483600664917507409-1489520474-1489520474,7483600664917507409,2017-07-31 21:40:17.000,Referral,1,260.46,1,2017-03-14 19:41:14.000,Referral
4452394555375070876-1473205623-1473205623,4452394555375070876-1473205623-1473205623,4452394555375070876,2016-09-06 23:47:03.000,Referral,1,72.97,1,2016-09-06 23:47:03.000,Referral
3320129517544307519-1476973322-1476973322,3320129517544307519-1476973322-1476973322,3320129517544307519,2016-10-20 14:22:02.000,Referral,1,135.13,1,2016-10-20 14:22:02.000,Referral
4061027973770325631-1476214345-1476214345,4061027973770325631-1476214345-1476214345,4061027973770325631,2016-10-11 19:32:25.000,Referral,1,34.99,1,2016-10-11 19:32:25.000,Referral
4061027973770325631-1477090445-1477090445,4061027973770325631-1476214345-1476214345,4061027973770325631,2016-10-21 22:54:05.000,Referral,1,36.99,2,2016-10-11 19:32:25.000,Referral
0161009524292009252-1478193327-1478193327,0161009524292009252-1478193327-1478193327,0161009524292009252,2016-11-03 17:15:27.000,Organic Search,1,61.99,1,2016-11-03 17:15:27.000,Organic Search
4863941202505455588-1496678042-1496678042,4863941202505455588-1496678042-1496678042,4863941202505455588,2017-06-05 15:54:02.000,Referral,1,190,5,2017-06-05 15:54:02.000,Referral
9207350605949288880-1491486746-1491486746,9207350605949288880-1491486746-1491486746,9207350605949288880,2017-04-06 13:52:26.000,Referral,1,163.91,1,2017-04-06 13:52:26.000,Referral
0941726438399473483-1496413131-1496413131,0941726438399473483-1496413131-1496413131,0941726438399473483,2017-06-02 14:18:51.000,Referral,1,160,1,2017-06-02 14:18:51.000,Referral
0941726438399473483-1496780826-1496780826,0941726438399473483-1496413131-1496413131,0941726438399473483,2017-06-06 20:27:06.000,Referral,1,80.5,2,2017-06-02 14:18:51.000,Referral
4169715348324033215-1481350715-1481350715,4169715348324033215-1481350715-1481350715,4169715348324033215,2016-12-10 06:18:35.000,Referral,1,48.58,1,2016-12-10 06:18:35.000,Referral
9324829089415258862-1474039440-1474039440,9324829089415258862-1473864548-1473864548,9324829089415258862,2016-09-16 15:24:00.000,Referral,1,36.38,1,2016-09-14 14:49:08.000,Referral
1470956649294061383-1499976775-1499976775,1470956649294061383-1499976775-1499976775,1470956649294061383,2017-07-13 20:12:55.000,Direct,1,35,4,2017-07-13 20:12:55.000,Direct
44860406295705915-1481774154-1481774154,44860406295705915-1481763001-1481763001,44860406295705915,2016-12-15 03:55:54.000,Referral,1,45.98,1,2016-12-15 00:50:01.000,Referral
5540414739780174811-1479785848-1479785848,5540414739780174811-1479775640-1479775640,5540414739780174811,2016-11-22 03:37:28.000,Referral,1,202.51,1,2016-11-22 00:47:20.000,Referral
0940602166699838745-1476757418-1476757418,0940602166699838745-1476755079-1476755079,0940602166699838745,2016-10-18 02:23:38.000,Referral,1,168.98,1,2016-10-18 01:44:39.000,Referral
2196278703508702410-1489811450-1489811450,2196278703508702410-1489811450-1489811450,2196278703508702410,2017-03-18 04:30:50.000,Referral,1,36.38,1,2017-03-18 04:30:50.000,Referral
3525421750426916634-1496250074-1496250074,3525421750426916634-1496156170-1496156170,3525421750426916634,2017-05-31 17:01:14.000,Referral,1,56.42,1,2017-05-30 14:56:10.000,Referral
8889391457640720040-1497636131-1497636131,8889391457640720040-1497636131-1497636131,8889391457640720040,2017-06-16 18:02:11.000,Direct,1,105.5,3,2017-06-16 18:02:11.000,Direct
8955721323152136358-1494551772-1494551772,8955721323152136358-1494434208-1494434208,8955721323152136358,2017-05-12 01:16:12.000,Referral,1,78.41,1,2017-05-10 16:36:48.000,Referral
584233587428145418-1487371548-1487371548,584233587428145418-1487371548-1487371548,584233587428145418,2017-02-17 22:45:48.000,Referral,1,35.59,1,2017-02-17 22:45:48.000,Referral
43770390702768717-1499698183-1499698183,43770390702768717-1498760882-1498760882,43770390702768717,2017-07-10 14:49:43.000,Direct,1,229.95,1,2017-06-29 18:28:02.000,Direct
8347525570641445794-1480384482-1480384482,8347525570641445794-1480384482-1480384482,8347525570641445794,2016-11-29 01:54:42.000,Organic Search,1,23.99,1,2016-11-29 01:54:42.000,Organic Search
7427669167259347728-1478790824-1478790824,7427669167259347728-1478790824-1478790824,7427669167259347728,2016-11-10 15:13:44.000,Organic Search,1,19.99,1,2016-11-10 15:13:44.000,Organic Search
4063594254522767136-1475105893-1475105893,4063594254522767136-1475105893-1475105893,4063594254522767136,2016-09-28 23:38:13.000,Referral,1,40.99,1,2016-09-28 23:38:13.000,Referral
3444642706013409818-1481693637-1481693637,3444642706013409818-1481693637-1481693637,3444642706013409818,2016-12-14 05:33:57.000,Direct,1,1005.5,2,2016-12-14 05:33:57.000,Direct
2139876223551151337-1494648434-1494648434,2139876223551151337-1490924551-1490924551,2139876223551151337,2017-05-13 04:07:14.000,Referral,1,23.02,1,2017-03-31 01:42:31.000,Referral
1270157374832429985-1491277678-1491277678,1270157374832429985-1491136932-1491136932,1270157374832429985,2017-04-04 03:47:58.000,Organic Search,1,15.98,1,2017-04-02 12:42:12.000,Organic Search
2567845597403175536-1487108159-1487108159,2567845597403175536-1486874111-1486874111,2567845597403175536,2017-02-14 21:35:59.000,Direct,1,59.38,1,2017-02-12 04:35:11.000,Direct
4846202545890415172-1496954091-1496954091,4846202545890415172-1496954091-1496954091,4846202545890415172,2017-06-08 20:34:51.000,Referral,1,18.99,1,2017-06-08 20:34:51.000,Referral
3694234028523165868-1499026072-1499026072,3694234028523165868-1490369879-1490369879,3694234028523165868,2017-07-02 20:07:52.000,Display,1,21.19,1,2017-03-24 15:37:59.000,Display
7436604361557442905-1481235017-1481235017,7436604361557442905-1480450535-1480450535,7436604361557442905,2016-12-08 22:10:17.000,Referral,2,705.78,1,2016-11-29 20:15:35.000,Display
1076409378746585633-1498163781-1498163781,1076409378746585633-1485736774-1485736774,1076409378746585633,2017-06-22 20:36:21.000,Referral,1,23.98,1,2017-01-30 00:39:34.000,Display
1501789786482785393-1486777519-1486777519,1501789786482785393-1486777519-1486777519,1501789786482785393,2017-02-11 01:45:19.000,Paid Search,1,56.99,1,2017-02-11 01:45:19.000,Paid Search
1957458976293878100-1487097028-1487097028,1957458976293878100-1474546998-1474546998,1957458976293878100,2017-02-14 18:30:28.000,Direct,1,17859.5,1,2016-09-22 12:23:18.000,Organic Search
5377821611338556054-1496171779-1496171779,5377821611338556054-1496171779-1496171779,5377821611338556054,2017-05-30 19:16:19.000,Organic Search,1,62.97,2,2017-05-30 19:16:19.000,Organic Search
5097087346105463693-1499816383-1499816383,5097087346105463693-1499816383-1499816383,5097087346105463693,2017-07-11 23:39:43.000,Display,1,160.35,2,2017-07-11 23:39:43.000,Display
7750340404205493317-1488351206-1488351206,7750340404205493317-1488351206-1488351206,7750340404205493317,2017-03-01 06:53:26.000,Organic Search,1,4.99,1,2017-03-01 06:53:26.000,Organic Search
1799218307967476916-1476386740-1476386740,1799218307967476916-1476386740-1476386740,1799218307967476916,2016-10-13 19:25:40.000,Organic Search,1,19.99,1,2016-10-13 19:25:40.000,Organic Search
6579892662403001804-1482176342-1482176342,6579892662403001804-1474009816-1474009816,6579892662403001804,2016-12-19 19:39:02.000,Social,1,79.98,1,2016-09-16 07:10:16.000,Organic Search
0992883166330459343-1496616959-1496616959,0992883166330459343-1496616959-1496616959,0992883166330459343,2017-06-04 22:55:59.000,Organic Search,1,24.99,1,2017-06-04 22:55:59.000,Organic Search
7043818383887881308-1492034035-1492034035,7043818383887881308-1492034035-1492034035,7043818383887881308,2017-04-12 21:53:55.000,Organic Search,1,8.98,1,2017-04-12 21:53:55.000,Organic Search
4896852909072476432-1491324524-1491324524,4896852909072476432-1491324524-1491324524,4896852909072476432,2017-04-04 16:48:44.000,Organic Search,1,6.99,1,2017-04-04 16:48:44.000,Organic Search
2469327075513689553-1489429046-1489429046,2469327075513689553-1489425684-1489425684,2469327075513689553,2017-03-13 18:17:26.000,Referral,1,20.19,1,2017-03-13 17:21:24.000,Organic Search
6470814882136589176-1487364628-1487364628,6470814882136589176-1487351320-1487351320,6470814882136589176,2017-02-17 20:50:28.000,Organic Search,1,22.99,1,2017-02-17 17:08:40.000,Organic Search
0026203741366904270-1473266004-1473266004,0026203741366904270-1473197362-1473197362,0026203741366904270,2016-09-07 16:33:24.000,Organic Search,1,298.07,1,2016-09-06 21:29:22.000,Organic Search
1177326592591599469-1474244480-1474244480,1177326592591599469-1470265903-1470265903,1177326592591599469,2016-09-19 00:21:20.000,Referral,1,54.97,1,2016-08-03 23:11:43.000,Organic Search
5112369122544987822-1493827884-1493827884,5112369122544987822-1493827884-1493827884,5112369122544987822,2017-05-03 16:11:24.000,Organic Search,1,373.9,1,2017-05-03 16:11:24.000,Organic Search
5112369122544987822-1494967536-1494967536,5112369122544987822-1493827884-1493827884,5112369122544987822,2017-05-16 20:45:36.000,Organic Search,1,438.55,2,2017-05-03 16:11:24.000,Organic Search
5483156497557634103-1493847997-1493847997,5483156497557634103-1493847997-1493847997,5483156497557634103,2017-05-03 21:46:37.000,Social,1,34.59,1,2017-05-03 21:46:37.000,Social
6563130963865137516-1490112959-1490112959,6563130963865137516-1490112959-1490112959,6563130963865137516,2017-03-21 16:15:59.000,Referral,1,17.19,1,2017-03-21 16:15:59.000,Referral
6563130963865137516-1490803643-1490803643,6563130963865137516-1490112959-1490112959,6563130963865137516,2017-03-29 16:07:23.000,Referral,1,49.79,2,2017-03-21 16:15:59.000,Referral
5729167288225910625-1473361867-1473361867,5729167288225910625-1470866944-1470866944,5729167288225910625,2016-09-08 19:11:07.000,Referral,1,581.38,2,2016-08-10 22:09:04.000,Referral
6935939292011459030-1476470436-1476470436,6935939292011459030-1476470143-1476470143,6935939292011459030,2016-10-14 18:40:36.000,Referral,1,282.7,1,2016-10-14 18:35:43.000,Referral
2544471402172631001-1498113447-1498113447,2544471402172631001-1498113447-1498113447,2544471402172631001,2017-06-22 06:37:27.000,Referral,1,25.19,1,2017-06-22 06:37:27.000,Referral
1716654206018570028-1482249883-1482249883,1716654206018570028-1482249883-1482249883,1716654206018570028,2016-12-20 16:04:43.000,Referral,1,23.99,1,2016-12-20 16:04:43.000,Referral
7974747290395913881-1500565283-1500565283,7974747290395913881-1500556384-1500556384,7974747290395913881,2017-07-20 15:41:23.000,Referral,1,288.85,1,2017-07-20 13:13:04.000,Referral
9654758935896158776-1500414671-1500414671,9654758935896158776-1500414671-1500414671,9654758935896158776,2017-07-18 21:51:11.000,Direct,1,99.8,1,2017-07-18 21:51:11.000,Direct
5287002371302046755-1480442519-1480442519,5287002371302046755-1480435781-1480435781,5287002371302046755,2016-11-29 18:01:59.000,Organic Search,1,33.99,1,2016-11-29 16:09:41.000,Organic Search
7230430554273149935-1487450421-1487450421,7230430554273149935-1487450421-1487450421,7230430554273149935,2017-02-18 20:40:21.000,Organic Search,1,13.99,1,2017-02-18 20:40:21.000,Organic Search
8232947695089161227-1471920991-1471920991,8232947695089161227-1470939742-1470939742,8232947695089161227,2016-08-23 02:56:31.000,Referral,1,603.99,1,2016-08-11 18:22:22.000,Referral
0603507101721972238-1490816720-1490816720,0603507101721972238-1485217346-1485217346,0603507101721972238,2017-03-29 19:45:20.000,Referral,1,39.78,1,2017-01-24 00:22:26.000,Referral
3345163376310988493-1474551342-1474551342,3345163376310988493-1474543520-1474543520,3345163376310988493,2016-09-22 13:35:42.000,Direct,1,577.8,1,2016-09-22 11:25:20.000,Direct
0405613301455395523-1486577500-1486577500,0405613301455395523-1486577500-1486577500,0405613301455395523,2017-02-08 18:11:40.000,Organic Search,1,81.99,1,2017-02-08 18:11:40.000,Organic Search
0405613301455395523-1487268763-1487268763,0405613301455395523-1486577500-1486577500,0405613301455395523,2017-02-16 18:12:43.000,Organic Search,2,138.38,2,2017-02-08 18:11:40.000,Organic Search
187116230369481128-1497294154-1497294154,187116230369481128-1497294154-1497294154,187116230369481128,2017-06-12 19:02:34.000,Referral,1,24.14,1,2017-06-12 19:02:34.000,Referral
5359997497493583219-1480967177-1480967177,5359997497493583219-1480967177-1480967177,5359997497493583219,2016-12-05 19:46:17.000,Referral,1,22.59,1,2016-12-05 19:46:17.000,Referral
5563123334052007578-1481122035-1481122035,5563123334052007578-1481122035-1481122035,5563123334052007578,2016-12-07 14:47:15.000,Organic Search,1,24.99,1,2016-12-07 14:47:15.000,Organic Search
7224069720026489065-1489966581-1489966581,7224069720026489065-1488387543-1488387543,7224069720026489065,2017-03-19 23:36:21.000,Referral,1,61.58,1,2017-03-01 16:59:03.000,Referral
3191023303780419966-1481919079-1481919079,3191023303780419966-1481592919-1481592919,3191023303780419966,2016-12-16 20:11:19.000,Paid Search,1,40,1,2016-12-13 01:35:19.000,Paid Search
0412089515434398683-1493209975-1493209975,0412089515434398683-1492743067-1492743067,0412089515434398683,2017-04-26 12:32:55.000,Referral,1,90.99,1,2017-04-21 02:51:07.000,Referral
9970378027479686216-1489694032-1489694032,9970378027479686216-1489694032-1489694032,9970378027479686216,2017-03-16 19:53:52.000,Referral,1,21.98,3,2017-03-16 19:53:52.000,Referral
2319344514792111050-1480374515-1480374515,2319344514792111050-1480374515-1480374515,2319344514792111050,2016-11-28 23:08:35.000,Referral,1,60.99,1,2016-11-28 23:08:35.000,Referral
798497354396276590-1493573156-1493573156,798497354396276590-1493573156-1493573156,798497354396276590,2017-04-30 17:25:56.000,Direct,1,37.59,1,2017-04-30 17:25:56.000,Direct
6997260560132631354-1500910051-1500910051,6997260560132631354-1499896296-1499896296,6997260560132631354,2017-07-24 15:27:31.000,Referral,1,66.94,1,2017-07-12 21:51:36.000,Referral
6814041707718755292-1474658860-1474658860,6814041707718755292-1474658860-1474658860,6814041707718755292,2016-09-23 19:27:40.000,Referral,1,239.57,1,2016-09-23 19:27:40.000,Referral
6641857110835940627-1483144929-1483144929,6641857110835940627-1483144929-1483144929,6641857110835940627,2016-12-31 00:42:09.000,Paid Search,1,83.99,1,2016-12-31 00:42:09.000,Paid Search
3515453378186105003-1484799312-1484799312,3515453378186105003-1481665966-1481665966,3515453378186105003,2017-01-19 04:15:12.000,Organic Search,1,29.99,1,2016-12-13 21:52:46.000,Organic Search
0460590127025597143-1484317916-1484317916,0460590127025597143-1484317916-1484317916,0460590127025597143,2017-01-13 14:31:56.000,Referral,1,42,1,2017-01-13 14:31:56.000,Referral
0626284759664097746-1481917757-1481917757,0626284759664097746-1481590433-1481590433,0626284759664097746,2016-12-16 19:49:17.000,Referral,2,1691.7,1,2016-12-13 00:53:53.000,Referral
5065633972911728815-1482259444-1482259444,5065633972911728815-1482259444-1482259444,5065633972911728815,2016-12-20 18:44:04.000,Referral,1,7.79,1,2016-12-20 18:44:04.000,Referral
7462494643176224339-1492524949-1492524949,7462494643176224339-1492524949-1492524949,7462494643176224339,2017-04-18 14:15:49.000,Referral,1,58.38,1,2017-04-18 14:15:49.000,Referral
7561014297963838461-1488660176-1488660176,7561014297963838461-1488588625-1488588625,7561014297963838461,2017-03-04 20:42:56.000,Organic Search,2,138.95,1,2017-03-04 00:50:25.000,Direct
5189398404527635970-1481071062-1481071062,5189398404527635970-1481071062-1481071062,5189398404527635970,2016-12-07 00:37:42.000,Referral,1,27.19,1,2016-12-07 00:37:42.000,Referral
5189398404527635970-1487285487-1487285487,5189398404527635970-1481071062-1481071062,5189398404527635970,2017-02-16 22:51:27.000,Referral,1,29.18,2,2016-12-07 00:37:42.000,Referral
791764880277338045-1480988881-1480988881,791764880277338045-1480988881-1480988881,791764880277338045,2016-12-06 01:48:01.000,Referral,1,142.97,1,2016-12-06 01:48:01.000,Referral
3568593840277988902-1471039465-1471039465,3568593840277988902-1471039465-1471039465,3568593840277988902,2016-08-12 22:04:25.000,Direct,1,3.01,1,2016-08-12 22:04:25.000,Direct
4899803417936737547-1495820152-1495820152,4899803417936737547-1495820152-1495820152,4899803417936737547,2017-05-26 17:35:52.000,Referral,1,60.97,1,2017-05-26 17:35:52.000,Referral
959901135395206593-1481735028-1481735028,959901135395206593-1481693804-1481693804,959901135395206593,2016-12-14 17:03:48.000,Referral,1,68.99,1,2016-12-14 05:36:44.000,Referral
6820200829240883942-1497651282-1497651282,6820200829240883942-1497651282-1497651282,6820200829240883942,2017-06-16 22:14:42.000,Organic Search,1,62.99,3,2017-06-16 22:14:42.000,Organic Search
6820200829240883942-1497713553-1497713553,6820200829240883942-1497651282-1497651282,6820200829240883942,2017-06-17 15:32:33.000,Referral,1,66.99,4,2017-06-16 22:14:42.000,Organic Search
5535500451008773788-1472247582-1472247582,5535500451008773788-1470248629-1470248629,5535500451008773788,2016-08-26 21:39:42.000,Referral,1,156.97,1,2016-08-03 18:23:49.000,Direct
9013296840842675812-1486193195-1486193195,9013296840842675812-1485528580-1485528580,9013296840842675812,2017-02-04 07:26:35.000,Organic Search,1,71.98,1,2017-01-27 14:49:40.000,Organic Search
4921988083628435819-1497385704-1497385704,4921988083628435819-1497385704-1497385704,4921988083628435819,2017-06-13 20:28:24.000,Referral,1,63.59,1,2017-06-13 20:28:24.000,Referral
0520805520579177810-1496336798-1496336798,0520805520579177810-1496336798-1496336798,0520805520579177810,2017-06-01 17:06:38.000,Referral,1,106.48,1,2017-06-01 17:06:38.000,Referral
9503263320769884901-1482246743-1482246743,9503263320769884901-1480522154-1480522154,9503263320769884901,2016-12-20 15:12:23.000,Referral,1,236.12,1,2016-11-30 16:09:14.000,Referral
2818796658906330904-1499464096-1499464096,2818796658906330904-1499289956-1499289956,2818796658906330904,2017-07-07 21:48:16.000,Referral,1,883.25,1,2017-07-05 21:25:56.000,Referral
0361534245405505016-1486870308-1486870308,0361534245405505016-1486605272-1486605272,0361534245405505016,2017-02-12 03:31:48.000,Organic Search,1,142.65,1,2017-02-09 01:54:32.000,Organic Search
8767345170065465322-1487665232-1487665232,8767345170065465322-1486481255-1486481255,8767345170065465322,2017-02-21 08:20:32.000,Organic Search,1,100.99,1,2017-02-07 15:27:35.000,Organic Search
6381866992087813472-1496260306-1496260306,6381866992087813472-1496260306-1496260306,6381866992087813472,2017-05-31 19:51:46.000,Referral,1,39.08,1,2017-05-31 19:51:46.000,Referral
2409362637274898406-1492461950-1492461950,2409362637274898406-1490888284-1490888284,2409362637274898406,2017-04-17 20:45:50.000,Referral,1,2694.4,1,2017-03-30 15:38:04.000,Referral
9954291757269899812-1501198550-1501198550,9954291757269899812-1501198550-1501198550,9954291757269899812,2017-07-27 23:35:50.000,Referral,1,16.63,1,2017-07-27 23:35:50.000,Referral
0436141361480108416-1478904213-1478904213,0436141361480108416-1478032050-1478032050,0436141361480108416,2016-11-11 22:43:33.000,Referral,1,83.58,1,2016-11-01 20:27:30.000,Referral
902509741321071642-1492527179-1492527179,902509741321071642-1492527179-1492527179,902509741321071642,2017-04-18 14:52:59.000,Referral,1,548.18,1,2017-04-18 14:52:59.000,Referral
5682452231721622029-1476572472-1476572472,5682452231721622029-1476572472-1476572472,5682452231721622029,2016-10-15 23:01:12.000,Organic Search,1,22,3,2016-10-15 23:01:12.000,Organic Search
8673840761390618502-1481606513-1481606513,8673840761390618502-1481606513-1481606513,8673840761390618502,2016-12-13 05:21:53.000,Paid Search,1,32.98,1,2016-12-13 05:21:53.000,Paid Search
5296297372596099151-1500013691-1500015604,5296297372596099151-1499967411-1499967411,5296297372596099151,2017-07-14 07:00:04.000,Referral,1,70.76,1,2017-07-13 17:36:51.000,Referral
7435052038545127483-1472150293-1472150293,7435052038545127483-1472081678-1472081678,7435052038545127483,2016-08-25 18:38:13.000,Referral,1,316.19,1,2016-08-24 23:34:38.000,Referral
0102127042498450827-1481913181-1481913181,0102127042498450827-1481913181-1481913181,0102127042498450827,2016-12-16 18:33:01.000,Referral,1,19.98,2,2016-12-16 18:33:01.000,Referral
1160204963389257110-1498102313-1498102313,1160204963389257110-1498102313-1498102313,1160204963389257110,2017-06-22 03:31:53.000,Referral,1,34.78,1,2017-06-22 03:31:53.000,Referral
1160204963389257110-1498616092-1498616092,1160204963389257110-1498102313-1498102313,1160204963389257110,2017-06-28 02:14:52.000,Referral,1,16.19,2,2017-06-22 03:31:53.000,Referral
2245825143806185917-1474497303-1474497303,2245825143806185917-1473772714-1473772714,2245825143806185917,2016-09-21 22:35:03.000,Direct,1,62.38,1,2016-09-13 13:18:34.000,Direct
1124125006906712847-1472659016-1472659019,1124125006906712847-1471989031-1471989035,1124125006906712847,2016-08-31 15:56:59.000,Direct,1,32.16,1,2016-08-23 21:50:35.000,Direct
6035720315860401957-1489867561-1489867561,6035720315860401957-1471278193-1471278193,6035720315860401957,2017-03-18 20:06:01.000,Referral,1,33.56,1,2016-08-15 16:23:13.000,Referral
1863054289029276927-1500583858-1500583858,1863054289029276927-1500583858-1500583858,1863054289029276927,2017-07-20 20:50:58.000,Direct,1,454.2,1,2017-07-20 20:50:58.000,Direct
9804085499377106175-1494969732-1494969732,9804085499377106175-1494969732-1494969732,9804085499377106175,2017-05-16 21:22:12.000,Referral,1,16.99,1,2017-05-16 21:22:12.000,Referral
2196740575816500871-1481229897-1481229897,2196740575816500871-1481229897-1481229897,2196740575816500871,2016-12-08 20:44:57.000,Referral,1,47.79,1,2016-12-08 20:44:57.000,Referral
5785105569692968481-1475716527-1475716527,5785105569692968481-1475716527-1475716527,5785105569692968481,2016-10-06 01:15:27.000,Referral,1,19.59,1,2016-10-06 01:15:27.000,Referral
3825159641728698126-1480441829-1480441829,3825159641728698126-1480441829-1480441829,3825159641728698126,2016-11-29 17:50:29.000,Referral,1,13.39,1,2016-11-29 17:50:29.000,Referral
7105031024714443566-1501209906-1501209906,7105031024714443566-1501209906-1501209906,7105031024714443566,2017-07-28 02:45:06.000,Direct,1,78.68,1,2017-07-28 02:45:06.000,Direct
7828035665151307766-1492636461-1492636461,7828035665151307766-1492636461-1492636461,7828035665151307766,2017-04-19 21:14:21.000,Referral,1,22.19,1,2017-04-19 21:14:21.000,Referral
4358918846442674981-1491578200-1491578200,4358918846442674981-1491573894-1491573894,4358918846442674981,2017-04-07 15:16:40.000,Referral,1,46.57,1,2017-04-07 14:04:54.000,Referral
1957458976293878100-1492527922-1492527922,1957458976293878100-1492091712-1492091712,1957458976293878100,2017-04-18 15:05:22.000,Display,3,32153.82,6,2017-04-13 13:55:12.000,Display
2838394030048546223-1484153831-1484153831,2838394030048546223-1484153831-1484153831,2838394030048546223,2017-01-11 16:57:11.000,Display,1,160.92,2,2017-01-11 16:57:11.000,Display
2838394030048546223-1485283949-1485283949,2838394030048546223-1484153831-1484153831,2838394030048546223,2017-01-24 18:52:29.000,Paid Search,1,202.9,3,2017-01-11 16:57:11.000,Display
6419238664399930209-1488302297-1488302297,6419238664399930209-1488302297-1488302297,6419238664399930209,2017-02-28 17:18:17.000,Organic Search,1,25.99,1,2017-02-28 17:18:17.000,Organic Search
400123865495017006-1490891216-1490891216,400123865495017006-1490891216-1490891216,400123865495017006,2017-03-30 16:26:56.000,Paid Search,1,18.98,1,2017-03-30 16:26:56.000,Paid Search
